Vision_Conf,ESP32_Class,Audio_db,PIR_Trig,Thermal_Delta,Smoke_PPM,Label
88,2,97,1,8.859837394814566,385,2
89,2,84,1,9.244592822581641,304,2
93,2,81,1,3.4859668992226536,248,2
87,1,87,1,27.421020628124847,1319,1
97,2,84,1,3.162903550150781,361,2
95,1,78,1,41.45206461872976,0,1
70,2,32,1,0.24457946865728009,234,0
89,1,79,1,39.90159408584409,1427,1
85,2,85,1,3.2299266917040685,378,2
90,2,77,1,8.503931697299661,342,2
93,1,81,1,49.20973337431472,1032,1
67,3,51,1,2.2825630335434868,277,0
95,2,83,1,3.272509743279672,321,2
64,3,30,1,0.22603876801838463,359,0
99,1,68,1,41.1651478355715,0,1
89,1,64,1,22.534998818910708,971,1
84,1,74,1,22.560253864344837,862,1
93,1,64,1,28.853626079462178,0,1
96,1,83,1,44.83518145369593,0,1
90,1,62,1,36.29348689953609,0,1
89,2,96,1,9.287666447672645,281,2
84,3,43,1,0.7486385995485183,279,0
97,2,85,1,5.448980689265982,348,2
85,1,73,1,48.724923049059775,1690,1
99,2,88,1,6.603721477507831,283,2
80,1,63,1,23.413653459372995,1034,1
82,3,54,1,1.7422716216819831,320,0
86,2,81,1,5.809142169537985,319,2
96,1,63,1,27.02133315831788,0,1
98,2,87,1,4.00479653427575,377,2
97,1,63,1,30.25073373790704,0,1
98,1,61,1,33.930218680932015,965,1
85,2,77,1,8.432001449248006,299,2
97,2,96,1,5.196093838358673,294,2
95,1,76,1,33.95836641679185,0,1
97,2,82,1,3.5093410445493545,377,2
95,1,87,1,46.0457194189568,0,1
31,3,32,1,1.9558837785078016,368,0
85,2,89,1,4.081218230563266,356,2
98,2,95,1,5.511008677919094,393,2
87,2,84,1,7.895207625883426,227,2
39,3,47,1,0.7324418712671228,225,0
98,2,91,1,7.2479286887809735,315,2
83,3,50,1,0.8027780301839145,252,0
90,2,98,1,6.51435149441913,385,2
87,1,83,1,38.06262346422301,1105,1
96,1,66,1,43.08490344153283,1517,1
99,2,88,1,6.712480756097793,398,2
94,1,82,1,50.20549022694476,1652,1
45,3,48,1,0.1971259182850571,277,0
64,2,35,1,2.849399739875772,396,0
88,1,82,1,22.065419114980514,1342,1
99,1,64,1,38.96695316349301,1017,1
95,1,72,1,48.81038264991609,0,1
86,2,85,1,3.974717597823166,395,2
91,2,78,1,9.874346759111738,283,2
94,1,87,1,24.881529393791155,1308,1
65,3,43,1,0.18331400285889687,291,0
93,1,86,1,32.082619060623266,0,1
91,1,82,1,35.32577936619242,0,1
92,2,97,1,6.413394667670476,373,2
91,2,79,1,3.0109557363403106,290,2
86,2,93,1,6.587203591173451,208,2
93,1,89,1,29.664175601282643,0,1
94,1,88,1,45.13705826458349,1215,1
94,2,75,1,6.096465608117731,295,2
99,1,70,1,48.07400579496212,0,1
84,1,63,1,42.15417137605283,846,1
69,3,36,1,2.8101899662102037,328,0
58,2,38,1,2.687093889598117,201,0
59,2,39,1,1.4438338536577109,211,0
82,1,82,1,22.84754593840916,1575,1
93,1,65,1,26.545211517230566,0,1
92,1,80,1,38.24284915270919,0,1
99,1,65,1,38.31543166137558,0,1
86,1,74,1,47.81868826759449,1627,1
96,1,79,1,21.553389377176927,1877,1
46,2,53,1,2.518015477068007,368,0
83,1,71,1,51.703804651535336,924,1
36,3,42,1,2.514320889534887,389,0
88,2,99,1,6.657367283612828,206,2
97,2,93,1,6.658036195357216,215,2
48,2,43,1,1.569196274307358,331,0
96,1,84,1,54.74396512757841,1733,1
99,2,85,1,8.135310810296186,317,2
86,2,95,1,8.746867121093986,303,2
93,1,85,1,25.97490031437279,0,1
86,2,86,1,3.251511275301811,253,2
90,1,69,1,48.257972120945595,0,1
92,1,74,1,53.85809166938073,1015,1
97,2,87,1,3.179827514085857,285,2
95,1,75,1,38.40649057953759,1909,1
91,1,77,1,45.980357188297894,1936,1
38,2,35,1,2.36695547976238,387,0
97,1,77,1,40.63261650534869,0,1
80,1,82,1,48.518400314352235,1733,1
89,1,81,1,25.47542520275229,1445,1
86,3,51,1,1.086528764396185,256,0
94,1,68,1,37.21348710035684,1922,1
86,2,99,1,9.50201684891896,367,2
85,2,91,1,8.928781979449424,295,2
79,3,56,1,1.0142532280987842,200,0
95,1,75,1,30.056354513113373,0,1
87,2,91,1,8.121534287097482,235,2
45,3,50,1,2.000914550972722,304,0
88,2,96,1,5.254662915535347,365,2
99,1,78,1,30.032802695560832,0,1
80,1,79,1,31.5178137070397,1966,1
85,3,49,1,1.6334469984007889,342,0
95,1,87,1,55.956032960249416,1159,1
95,1,88,1,28.966971842242124,0,1
95,2,88,1,6.075834927861165,313,2
98,2,98,1,8.647951042738102,343,2
49,3,51,1,0.2560490042359316,388,0
98,2,84,1,4.255552774085473,205,2
93,1,63,1,35.264477594688,1501,1
97,1,87,1,43.18924664536768,1112,1
84,1,66,1,28.832105191425565,1619,1
92,1,89,1,25.131345463959622,0,1
98,1,81,1,28.782156929192077,1211,1
92,2,82,1,9.90372670365981,336,2
86,2,93,1,6.462726327138983,288,2
83,1,74,1,41.19762347720932,1260,1
94,1,82,1,53.604323137567995,1648,1
93,2,89,1,7.586693864473152,204,2
87,2,90,1,4.270048045628581,235,2
89,2,33,1,2.9214012400714484,329,0
92,1,83,1,41.55280025266411,0,1
92,2,89,1,4.213552574554404,280,2
98,2,93,1,7.222535871493606,301,2
85,1,83,1,53.530614381828194,1667,1
94,1,79,1,24.50321561647748,1733,1
88,2,75,1,7.204266797823653,230,2
93,2,96,1,8.561399435539435,286,2
90,2,75,1,7.419932448528635,375,2
94,1,67,1,56.1697316563026,1374,1
93,1,79,1,32.127762378441844,1646,1
88,2,93,1,7.165545514901784,280,2
94,1,89,1,30.111209311606828,0,1
89,2,45,1,0.8423170873225674,234,0
85,2,93,1,8.177780284341758,350,2
97,2,99,1,6.477368012014185,201,2
80,1,73,1,53.73112363745609,1558,1
87,1,80,1,45.25230212367955,1304,1
93,1,79,1,57.532192737939305,1259,1
97,2,84,1,4.458797015328321,304,2
92,1,85,1,31.95322888716531,0,1
96,1,62,1,32.977511831081394,0,1
93,1,64,1,42.978997423614224,0,1
95,1,77,1,22.267217286633418,1853,1
89,1,63,1,31.55539755636663,1466,1
52,3,31,1,1.0888328155379758,234,0
86,2,95,1,4.577218509658646,270,2
65,2,42,1,1.4835633753612236,325,0
63,3,32,1,0.19948880210033249,239,0
93,1,77,1,31.417355707751145,0,1
97,2,89,1,4.406535820613396,305,2
67,3,37,1,1.2707905872614487,289,0
45,3,57,1,1.6488188055922701,365,0
71,3,36,1,0.6953507708680501,312,0
54,3,31,1,0.5128092072625449,311,0
96,2,99,1,3.888610896284809,353,2
85,2,84,1,6.484687556240031,205,2
85,2,95,1,9.142290326581374,379,2
89,2,42,1,0.2789719194693965,318,0
91,1,85,1,39.55458075231474,0,1
91,1,83,1,40.73894242229341,0,1
76,2,59,1,2.6144052641296014,394,0
63,2,33,1,1.278543906707919,340,0
87,1,66,1,57.37216456669961,1170,1
81,1,65,1,57.88645851600991,976,1
93,1,82,1,43.44877368493981,0,1
60,3,38,1,2.127181558352749,207,0
91,2,90,1,4.901432268920587,288,2
95,1,64,1,47.16700968245119,0,1
46,3,38,1,2.8284934242397854,329,0
94,2,99,1,3.4342573454014707,296,2
97,1,70,1,47.59309917938177,0,1
40,3,50,1,1.8033450352296265,351,0
98,1,64,1,34.077057409965875,0,1
99,1,77,1,21.799872849416975,1135,1
96,1,73,1,26.202307760300886,0,1
94,1,83,1,54.94314496427109,1630,1
43,2,31,1,1.372296293321122,383,0
89,1,75,1,55.61055135563665,1771,1
99,1,80,1,38.085034273050205,0,1
51,3,34,1,1.1731282891745232,211,0
94,2,96,1,4.831939786151342,362,2
97,2,89,1,8.765365275242814,226,2
63,3,42,1,0.5838715101146158,284,0
38,3,57,1,0.2861148068191759,247,0
74,2,52,1,0.005976405657210804,393,0
98,1,61,1,27.068710500882652,0,1
58,3,41,1,0.036309350328322276,273,0
92,2,92,1,9.639520602527362,222,2
91,1,76,1,37.84989669521812,0,1
86,1,79,1,58.02857225639664,1930,1
82,3,38,1,0.34280190016706324,224,0
45,3,42,1,1.8558308672818171,253,0
92,1,64,1,43.43584421803714,0,1
99,1,76,1,41.19360092724467,800,1
40,2,31,1,1.2253596392120962,237,0
49,3,46,1,0.5216857476584619,362,0
65,2,57,1,0.00605555324470175,395,0
98,1,61,1,27.439062755982494,0,1
97,1,86,1,25.728879650552226,0,1
91,1,82,1,42.666888341942496,0,1
67,3,57,1,2.9413881752771336,249,0
98,1,81,1,47.816625933122126,1899,1
90,1,76,1,47.04432925657645,1592,1
61,3,33,1,0.7016907944166104,332,0
80,3,39,1,1.2824869510702777,333,0
97,1,77,1,47.54435071365572,0,1
35,3,46,1,1.6030388250883894,332,0
95,1,83,1,45.135751076149475,0,1
39,3,47,1,1.9107069523642297,370,0
90,2,88,1,4.769589108110411,337,2
97,1,75,1,34.386027741697816,0,1
90,2,79,1,8.1602615750507,307,2
97,1,74,1,53.14950036607718,1016,1
98,1,79,1,41.42387890667849,0,1
78,3,34,1,1.4919373385069172,304,0
85,2,89,1,6.447623856732047,396,2
89,1,89,1,32.24205854091152,1293,1
94,2,94,1,9.579522543788757,213,2
89,2,53,1,1.6601405635972428,352,0
47,2,48,1,1.3014522587295887,376,0
90,1,67,1,25.811086151179673,0,1
96,2,93,1,7.379555525990935,208,2
85,2,92,1,4.933186904746297,237,2
65,2,57,1,1.6367555480074434,248,0
32,3,56,1,1.7827254819257916,393,0
92,2,87,1,4.775289396017958,200,2
65,2,56,1,0.8913651468695251,253,0
93,1,71,1,33.16598123564778,0,1
87,2,75,1,8.461491444010717,299,2
41,3,35,1,1.669393912046466,370,0
94,2,94,1,3.982271627354605,391,2
86,1,77,1,39.233479123562944,1146,1
